WorkerId,SubmitTime,Answer 59,Answer 60,animacy,number,definiteness,subject,sentence,sentence_id,response,rt,question_number,type
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,plural,definite,gorilla,The gorillas are strong.,778,1,2561,53,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,plural,indefinite,fox,Foxes are faster than turtles.,539,1,1613,54,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,definite,clock,The clocks all rang simultaneously at noon.,922,2,3494,50,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,definite,shark,The shark was swimming close to the shore.,1485,2,2212,33,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,indefinite,pig,A pig is actually a very clean animal.,2242,1,3385,39,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,definite,fox,The fox Ran into the hole,1369,2,8510,58,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,indefinite,turtle,A turtle is very slow sometimes.,669,2,2635,55,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,definite,marble,The marble got captured by the opponent.,1834,2,1845,29,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,indefinite,car,A car is traveling fast on the road.,3817,2,75682,28,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,plural,indefinite,squirrel,Squirrels keep stealing the bird seed from the feeders. ,1263,2,3864,25,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,indefinite,turtle,A turtle lives at the zoo,1885,2,2617,24,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,indefinite,marble,Marbles are fun to collect.,411,1,2701,27,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,definite,television,The television turned on by itself.,3391,2,16294,26,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,indefinite,dog,A dog can be a mans best friend.,4157,1,2255,21,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,definite,boat,The boats are in the harbor.,2893,2,2132,20,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,plural,indefinite,shark,Sharks swim in the water near the city of Melbourne.,2125,1,2868,23,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,indefinite,marble,Marbles rolled down the slope.,3382,2,4134,22,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,indefinite,television,Televisions showed max headroom,1803,2,4996,47,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,definite,kite,The kites flew high,2030,2,2386,46,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,definite,light bulb,The light bulbs are burned out,1130,2,10113,45,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,plural,definite,cheetah,The cheetahs were tired of being accused of falsifying test scores.,3968,2,37958,44,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,definite,peacock,The peacock has beautiful feathers.,435,1,2781,43,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,definite,lamp,The lamp was old and dirty.,3585,2,2495,42,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,indefinite,lamp,A lamp is a food source of light.,577,1,6676,41,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,indefinite,car,A car is a form of transportation.,4243,1,2809,40,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,definite,zipper,"The zipper is open, what is he doing?",46,2,6753,49,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,plural,definite,peacock,The peacocks have feathers.,559,1,2717,48,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,definite,squirrel,The squirrel ate nuts,1120,2,11868,56,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,plural,indefinite,kangaroo,Kangaroos live in the zoo. ,1430,1,2847,6,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,indefinite,piano,Pianos Have many keys,1337,1,3310,7,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,indefinite,sword,Swords are weapons.,1337,1,4595,4,example
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,indefinite,couch,A couch potato's worst nightmare is a treadmill replacing the armchair.,3981,1,7877,5,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,indefinite,mouse,A mouse lives in my house.,3981,2,3785,2,example
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,definite,bus,The buses were blocking traffic.,3981,2,7431,3,example
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,definite,zebra,The zebra is not extinct.,3981,1,5823,1,example
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,definite,football,The footballs were all flat,1891,2,2497,8,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,definite,car,The cars speed up on the highway.,1185,2,3682,9,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,indefinite,kite,A kite flew into a powerline.,4306,2,2510,14,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,definite,shark,The shark was very proud of its exceptional dental hygiene.,3995,2,2856,15,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,indefinite,pig,A pig is fat.,4326,1,2183,16,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,definite,lion,The lion roared,2976,2,2415,17,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,indefinite,bicycle,Bicycles are a great way to exercise.,2539,1,5540,10,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,indefinite,squirrel,A squirrel climbed the tree and ran away.,2626,2,2846,11,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,definite,lamp,The lamp was bright,1988,2,1992,12,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,plural,indefinite,pig,Pigs don't fly.,3430,1,2415,13,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,plural,indefinite,owl,Owls have eaten several mice.,2715,1,2303,36,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,indefinite,shirt,A shirt needs to be ironed. ,4285,2,1952,37,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,definite,couch,The couches were sold,2733,2,1880,34,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,indefinite,kite,A kite flies high. ,135,2,1889,35,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,definite,computer,The computers were outdated.,4314,2,3063,18,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,indefinite,elephant,An elephant drank water,2970,2,2088,19,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,definite,light bulb,The light bulb burned out.,480,2,2801,30,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,singular,definite,dog,The dog ran after the car.,3187,2,2114,31,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,definite,boat,The boat was sinking.,4334,2,1616,38,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,indefinite,piano,Pianos are the primary instruments in churches.,68,1,2973,57,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,plural,definite,trumpet,The trumpets sounds at the end of the game,317,2,3595,51,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",animate,plural,indefinite,lion,Lions are hungry.,12,1,3115,32,target
ALLP45O3BDWYM,Wed May 20 13:19:16 PDT 2015,"""English""","""""",inanimate,singular,indefinite,marble,A marble rolled down the hill. ,1598,2,1505,52,target
